customer_id,company_name,plan_tier,status,mrr_usd,support_ticket_count,total_events,active_days,distinct_features,segment,churned
83,LunaDigital,free,active,0.0,7.0,48,45,2,Support Risk,False
84,ZealVentures,free,active,0.0,5.0,36,36,2,High Risk (Low Engagement + High Support),False
85,Rift Ops,free,active,0.0,4.0,40,40,5,Support Risk,False
86,Flux Pro,professional,active,35.1,6.0,50,50,7,Support Risk,False
87,UltraVentures,starter,active,12.0,3.0,40,40,5,Support Risk,False
88,FlowCorp,free,cancelled,0.0,3.0,23,23,4,Churned,True
89,WavePro,enterprise,active,61.88,3.0,36,36,3,High Risk (Low Engagement + High Support),False
90,DriftHub,starter,active,19.0,7.0,42,41,5,Support Risk,False
91,LinkAI,starter,active,19.0,1.0,32,32,3,Disengaged Risk,False
92,DriftVentures,free,active,0.0,5.0,34,33,7,High Risk (Low Engagement + High Support),False
93,TrekTech,professional,active,39.0,2.0,46,44,3,Healthy,False
94,OnyxStack,free,cancelled,0.0,3.0,41,39,7,Churned,True
95,PeakNet,professional,active,49.17,4.0,42,39,6,High Risk (Low Engagement + High Support),False
96,PeakOps,enterprise,cancelled,99.0,6.0,45,42,5,Churned,True
97,QuestWorks,starter,active,10.8,3.0,36,34,4,High Risk (Low Engagement + High Support),False
98,Vine HQ,starter,active,15.83,6.0,41,37,5,High Risk (Low Engagement + High Support),False
99,GlowDev,starter,active,19.0,4.0,39,38,3,High Risk (Low Engagement + High Support),False
100,SyncTech,starter,active,12.0,5.0,46,44,6,Support Risk,False
101,PulseLogic,free,active,0.0,5.0,50,50,7,Support Risk,False
102,Flow Labs,starter,cancelled,10.0,3.0,42,40,5,Churned,True
103,EdgeSystems,starter,active,10.8,2.0,48,47,7,Healthy,False
104,Hive Dynamics,professional,active,39.0,3.0,39,38,3,High Risk (Low Engagement + High Support),False
105,UnitOps,starter,active,19.0,2.0,45,44,6,Healthy,False
106,OnyxSolutions,free,active,0.0,4.0,43,41,5,Support Risk,False
107,QuarkAI,starter,active,19.0,5.0,48,44,8,Support Risk,False
108,VertexSolutions,starter,cancelled,12.0,1.0,30,30,2,Churned,True
109,TidalHQ,starter,active,15.83,3.0,31,30,3,High Risk (Low Engagement + High Support),False
110,EdgeOps,starter,cancelled,10.0,5.0,48,47,7,Churned,True
111,XenonLogic,professional,active,49.17,2.0,39,38,4,Disengaged Risk,False
112,Hive Logic,enterprise,active,99.0,7.0,54,51,9,Support Risk,False
113,CoreTech,professional,active,39.0,5.0,43,38,3,High Risk (Low Engagement + High Support),False
114,Meta Digital,enterprise,cancelled,99.0,8.0,45,45,2,Churned,True
115,HiveCorp,starter,active,15.83,3.0,42,41,2,Support Risk,False
116,BeamDev,starter,active,15.83,5.0,43,41,3,Support Risk,False
117,Onyx Cloud,free,active,0.0,6.0,48,44,4,Support Risk,False
118,Peak Hub,starter,active,12.0,5.0,49,47,2,Support Risk,False
119,EchoPlatform,professional,active,39.0,7.0,44,42,4,Support Risk,False
120,UnitStudio,free,cancelled,0.0,8.0,39,35,8,Churned,True
121,KeenPro,professional,active,49.17,3.0,41,40,6,Support Risk,False
122,Sync IO,starter,active,10.0,4.0,33,30,5,High Risk (Low Engagement + High Support),False
123,Jade Software,starter,active,10.0,1.0,41,40,5,Healthy,False
124,XenonWorks,professional,active,39.0,7.0,35,34,2,High Risk (Low Engagement + High Support),False
125,UltraGroup,professional,active,29.25,4.0,55,55,7,Support Risk,False
126,RiftSystems,enterprise,active,99.0,9.0,46,44,7,Support Risk,False
127,Onyx Pro,professional,active,49.17,7.0,48,44,6,Support Risk,False
128,GlowHub,starter,active,8.5,4.0,52,51,5,Support Risk,False
129,IrisWorks,professional,active,32.5,3.0,44,41,7,Support Risk,False
130,ZealCloud,starter,active,19.0,8.0,49,47,8,Support Risk,False
131,Sync Net,enterprise,active,82.5,4.0,38,38,4,High Risk (Low Engagement + High Support),False
132,PulseAI,starter,cancelled,12.0,6.0,38,37,6,Churned,True
133,Sync Works,starter,active,9.6,5.0,49,48,3,Support Risk,False
134,Vine Cloud,professional,active,39.0,6.0,52,50,6,Support Risk,False
135,RushSoftware,free,active,0.0,8.0,43,43,2,Support Risk,False
136,Ion IO,starter,active,12.0,7.0,43,41,3,Support Risk,False
137,Tidal Solutions,professional,active,39.0,6.0,39,39,7,High Risk (Low Engagement + High Support),False
138,ArcNet,starter,active,19.0,5.0,37,35,0,High Risk (Low Engagement + High Support),False
139,DataDynamics,professional,active,44.25,4.0,39,39,3,High Risk (Low Engagement + High Support),False
140,DriftDigital,professional,cancelled,39.0,5.0,39,39,6,Churned,True
141,IrisAI,professional,active,59.0,6.0,46,45,7,Support Risk,False
142,YieldTech,professional,active,49.17,5.0,50,47,4,Support Risk,False
143,IrisCorp,starter,active,10.8,7.0,42,39,3,High Risk (Low Engagement + High Support),False
144,Mist AI,enterprise,active,82.5,3.0,54,53,2,Support Risk,False
145,Unit Ventures,professional,active,39.0,4.0,39,39,5,High Risk (Low Engagement + High Support),False
146,OnyxOps,professional,active,39.0,6.0,36,35,2,High Risk (Low Engagement + High Support),False
147,PulsePlatform,starter,active,10.0,3.0,43,42,7,Support Risk,False
148,XenonTech,professional,active,53.1,7.0,34,33,2,High Risk (Low Engagement + High Support),False
149,EchoSoftware,free,active,0.0,3.0,40,38,4,High Risk (Low Engagement + High Support),False
150,IrisStack,starter,active,14.25,6.0,42,41,4,Support Risk,False
151,Jade Ventures,starter,active,12.0,6.0,34,33,3,High Risk (Low Engagement + High Support),False
152,QuarkHub,starter,active,10.8,8.0,35,34,2,High Risk (Low Engagement + High Support),False
153,HiveAI,starter,cancelled,9.0,2.0,45,44,5,Churned,True
154,Iris Dynamics,starter,active,10.0,3.0,51,47,7,Support Risk,False
155,GridSystems,free,active,0.0,8.0,37,36,5,High Risk (Low Engagement + High Support),False
156,TidalOps,free,cancelled,0.0,4.0,37,36,3,Churned,True
157,KeenSystems,free,active,0.0,8.0,44,44,4,Support Risk,False
158,Nova Ventures,starter,active,12.67,0.0,36,36,5,Disengaged Risk,False
159,Vine Studio,enterprise,active,89.1,4.0,53,49,4,Support Risk,False
160,FluxPlatform,free,paused,0.0,6.0,57,56,6,Churned,False
161,VineLogic,starter,active,7.5,2.0,36,35,6,Disengaged Risk,False
162,FlowStudio,starter,active,10.0,7.0,48,46,5,Support Risk,False
163,Rush Cloud,free,active,0.0,6.0,47,47,3,Support Risk,False
164,Acme Logic,professional,active,36.88,11.0,37,36,1,High Risk (Low Engagement + High Support),False
165,Zen Works,free,active,0.0,7.0,39,39,3,High Risk (Low Engagement + High Support),False
166,Zeal Dynamics,free,active,0.0,3.0,38,37,4,High Risk (Low Engagement + High Support),False
167,Quest Digital,free,active,0.0,4.0,42,40,6,Support Risk,False
168,XenonNet,professional,cancelled,44.25,3.0,33,31,4,Churned,True
169,Quark Platform,free,active,0.0,4.0,50,48,7,Support Risk,False
170,WaveLabs,free,active,0.0,2.0,33,33,4,Disengaged Risk,False
171,UnitNet,starter,active,10.0,7.0,37,35,5,High Risk (Low Engagement + High Support),False
172,JadeSolutions,free,active,0.0,4.0,47,47,5,Support Risk,False
173,Rush Hub,free,cancelled,0.0,10.0,38,35,6,Churned,True
174,NexusLogic,professional,cancelled,59.0,3.0,35,34,6,Churned,True
175,Yield Corp,free,active,0.0,2.0,42,41,7,Healthy,False
176,MetaLogic,enterprise,active,74.25,4.0,30,29,4,High Risk (Low Engagement + High Support),False
177,Iris Cloud,starter,active,19.0,4.0,33,31,2,High Risk (Low Engagement + High Support),False
178,WarpPro,free,active,0.0,4.0,56,53,6,Support Risk,False
179,Vine Ventures,professional,cancelled,32.5,5.0,47,46,5,Churned,True
180,Rush Dev,enterprise,active,99.0,5.0,39,38,6,High Risk (Low Engagement + High Support),False
181,PulseHub,professional,active,59.0,3.0,54,53,11,Support Risk,False
182,SageStudio,starter,active,19.0,4.0,37,36,4,High Risk (Low Engagement + High Support),False
183,BeamSoftware,starter,active,14.25,2.0,47,45,7,Healthy,False
184,BoltSystems,professional,cancelled,49.17,8.0,36,34,4,Churned,True
185,XenonOps,free,cancelled,0.0,3.0,40,40,7,Churned,True
186,AcmeLabs,starter,cancelled,12.0,9.0,38,37,5,Churned,True
187,Hive Ventures,starter,active,19.0,4.0,36,36,6,High Risk (Low Engagement + High Support),False
188,GridDigital,starter,active,12.0,5.0,40,38,3,High Risk (Low Engagement + High Support),False
189,Quest Cloud,starter,active,10.0,4.0,33,32,3,High Risk (Low Engagement + High Support),False
190,Acme Studio,starter,active,10.0,4.0,44,43,6,Support Risk,False
191,Data Logic,starter,active,10.2,9.0,46,46,6,Support Risk,False
192,GlowSoftware,starter,active,12.0,5.0,35,34,5,High Risk (Low Engagement + High Support),False
193,PulseTech,free,cancelled,0.0,2.0,36,35,4,Churned,True
194,Zeal Analytics,starter,active,12.0,5.0,35,32,5,High Risk (Low Engagement + High Support),False
195,Kite Analytics,enterprise,cancelled,99.0,7.0,39,38,4,Churned,True
196,CloudDynamics,professional,active,39.0,9.0,39,38,6,High Risk (Low Engagement + High Support),False
197,LunaPlatform,professional,active,49.17,2.0,36,35,4,Disengaged Risk,False
198,DriftStudio,starter,active,15.83,3.0,39,38,3,High Risk (Low Engagement + High Support),False
199,VertexLabs,free,cancelled,0.0,3.0,38,37,4,Churned,True
200,XenonHQ,professional,active,49.17,5.0,40,40,3,Support Risk,False
201,ZenNet,professional,cancelled,41.79,5.0,47,45,4,Churned,True
202,CoreCloud,enterprise,active,99.0,1.0,38,36,6,Disengaged Risk,False
203,Tidal Analytics,starter,active,10.0,5.0,39,39,3,High Risk (Low Engagement + High Support),False
204,IonSoftware,free,cancelled,0.0,3.0,42,40,3,Churned,True
205,HubAI,professional,active,49.17,6.0,43,42,3,Support Risk,False
206,RushHQ,enterprise,active,74.25,4.0,62,60,6,Support Risk,False
207,OnyxDynamics,free,active,0.0,5.0,34,33,3,High Risk (Low Engagement + High Support),False
208,Echo Dev,starter,active,10.0,6.0,37,34,5,High Risk (Low Engagement + High Support),False
209,KeenLogic,enterprise,active,82.5,7.0,52,50,6,Support Risk,False
210,FluxDynamics,professional,active,59.0,3.0,27,26,7,High Risk (Low Engagement + High Support),False
211,Trek Digital,starter,active,12.0,8.0,46,44,6,Support Risk,False
212,OnyxIO,free,active,0.0,8.0,47,45,5,Support Risk,False
213,Sage Ventures,starter,cancelled,9.0,3.0,47,44,6,Churned,True
214,UltraSolutions,enterprise,active,99.0,8.0,32,31,2,High Risk (Low Engagement + High Support),False
215,ArcSolutions,starter,active,15.83,6.0,36,33,5,High Risk (Low Engagement + High Support),False
216,SyncLabs,starter,active,19.0,6.0,44,43,8,Support Risk,False
217,PeakSolutions,free,active,0.0,8.0,42,41,5,Support Risk,False
218,Keen Dynamics,starter,cancelled,10.8,7.0,26,25,3,Churned,True
219,TidalLogic,professional,cancelled,59.0,4.0,46,43,5,Churned,True
220,GridTech,enterprise,active,82.5,7.0,37,37,2,High Risk (Low Engagement + High Support),False
221,KeenPlatform,professional,cancelled,59.0,5.0,42,42,2,Churned,True
222,Beam Tech,enterprise,active,179.1,3.0,37,33,9,High Risk (Low Engagement + High Support),False
223,RushDev,starter,active,15.83,6.0,48,48,6,Support Risk,False
224,GridVentures,free,cancelled,0.0,6.0,38,37,5,Churned,True
225,CloudLogic,starter,active,19.0,3.0,36,32,5,High Risk (Low Engagement + High Support),False
226,OrbitDigital,free,active,0.0,4.0,54,53,6,Support Risk,False
227,DataDev,starter,active,10.8,5.0,24,24,0,High Risk (Low Engagement + High Support),False
228,DriftAI,professional,active,59.0,2.0,50,47,5,Healthy,False
229,LinkDynamics,professional,active,49.17,5.0,30,29,5,High Risk (Low Engagement + High Support),False
230,PeakPlatform,starter,active,19.0,5.0,50,49,5,Support Risk,False
231,OrbitAnalytics,starter,active,19.0,2.0,39,37,4,Disengaged Risk,False
232,Quest Studio,professional,active,32.5,7.0,29,29,3,High Risk (Low Engagement + High Support),False
233,Hive Hub,starter,active,12.0,6.0,42,39,4,High Risk (Low Engagement + High Support),False
234,LinkNet,professional,active,39.0,7.0,44,44,6,Support Risk,False
235,SyncSystems,free,active,0.0,1.0,36,36,5,Disengaged Risk,False
236,ArcWorks,professional,cancelled,29.25,7.0,29,27,4,Churned,True
237,HiveCloud,starter,active,15.2,5.0,43,41,7,Support Risk,False
238,VertexStack,professional,active,35.1,8.0,49,46,6,Support Risk,False
239,IonGroup,professional,active,59.0,6.0,42,41,3,Support Risk,False
240,Unit Platform,professional,cancelled,39.0,4.0,50,48,4,Churned,True
241,BeamOps,starter,active,15.83,5.0,38,37,6,High Risk (Low Engagement + High Support),False
242,HubStudio,professional,cancelled,39.0,3.0,55,55,5,Churned,True
243,YieldSystems,free,active,0.0,4.0,36,34,3,High Risk (Low Engagement + High Support),False
244,Grid IO,starter,cancelled,19.0,2.0,38,36,5,Churned,True
245,Quest Tech,starter,cancelled,12.0,4.0,47,45,7,Churned,True
246,Luna AI,starter,cancelled,12.0,4.0,49,49,5,Churned,True
247,VertexStudio,starter,active,15.83,8.0,38,38,6,High Risk (Low Engagement + High Support),False
248,Sage Pro,professional,active,49.17,3.0,36,35,5,High Risk (Low Engagement + High Support),False
249,RiftPro,professional,active,39.0,3.0,30,29,2,High Risk (Low Engagement + High Support),False
250,SageNet,professional,active,39.0,7.0,43,42,4,Support Risk,False
251,AcmeStack,free,active,0.0,6.0,36,32,6,High Risk (Low Engagement + High Support),False
252,Core Ventures,free,cancelled,0.0,5.0,37,36,5,Churned,True
253,Quest HQ,enterprise,active,82.5,3.0,31,30,5,High Risk (Low Engagement + High Support),False
254,GridHub,starter,cancelled,10.0,2.0,40,39,3,Churned,True
255,GridAnalytics,starter,cancelled,10.0,2.0,42,40,7,Churned,True
256,DriftOps,professional,active,59.0,6.0,42,41,5,Support Risk,False
257,Ion Systems,starter,active,15.83,5.0,54,51,3,Support Risk,False
258,Mist Net,professional,active,31.2,5.0,45,44,5,Support Risk,False
259,RiftDigital,professional,active,50.15,5.0,49,48,8,Support Risk,False
260,IrisCloud,free,active,0.0,2.0,51,50,9,Healthy,False
261,JetAI,free,active,0.0,10.0,38,35,4,High Risk (Low Engagement + High Support),False
262,Yield Logic,professional,active,39.0,5.0,38,37,4,High Risk (Low Engagement + High Support),False
263,WarpVentures,professional,active,59.0,5.0,39,39,4,High Risk (Low Engagement + High Support),False
264,Link Analytics,free,active,0.0,3.0,38,37,3,High Risk (Low Engagement + High Support),False
265,FluxVentures,professional,active,49.17,5.0,42,41,7,Support Risk,False
266,NovaOps,free,active,0.0,7.0,37,34,6,High Risk (Low Engagement + High Support),False
267,CloudOps,starter,active,10.2,7.0,28,27,2,High Risk (Low Engagement + High Support),False
268,PeakSoftware,free,active,0.0,3.0,37,36,6,High Risk (Low Engagement + High Support),False
269,NovaDynamics,free,active,0.0,7.0,39,38,4,High Risk (Low Engagement + High Support),False
270,JadeTech,professional,active,49.17,6.0,34,33,6,High Risk (Low Engagement + High Support),False
271,SageTech,free,active,0.0,8.0,43,41,2,Support Risk,False
272,JetCloud,free,active,0.0,2.0,51,46,5,Healthy,False
273,TidalSoftware,starter,active,12.0,6.0,28,25,5,High Risk (Low Engagement + High Support),False
274,WarpDynamics,professional,active,59.0,5.0,43,42,6,Support Risk,False
275,GridCloud,enterprise,active,99.0,6.0,35,35,5,High Risk (Low Engagement + High Support),False
276,UltraPlatform,professional,active,32.5,4.0,44,43,6,Support Risk,False
277,Mist Tech,free,cancelled,0.0,4.0,48,45,4,Churned,True
278,Cloud Dynamics,enterprise,active,149.25,7.0,41,38,2,High Risk (Low Engagement + High Support),False
279,ZenStudio,professional,active,39.0,5.0,45,42,7,Support Risk,False
280,VinePro,starter,active,12.0,6.0,52,50,6,Support Risk,False
281,EchoHQ,free,active,0.0,5.0,49,45,5,Support Risk,False
282,XenonVentures,free,active,0.0,5.0,34,32,2,High Risk (Low Engagement + High Support),False
283,GlowDigital,professional,cancelled,32.5,5.0,39,39,5,Churned,True
284,EchoOps,free,cancelled,0.0,6.0,43,40,4,Churned,True
285,Luna Dev,enterprise,active,99.0,1.0,41,41,5,Healthy,False
286,KitePlatform,professional,active,59.0,8.0,40,39,5,High Risk (Low Engagement + High Support),False
287,Bolt Software,starter,active,19.0,3.0,40,38,2,High Risk (Low Engagement + High Support),False
288,FlowIO,free,active,0.0,7.0,47,46,3,Support Risk,False
289,OrbitIO,starter,active,15.83,8.0,35,31,3,High Risk (Low Engagement + High Support),False
290,SyncGroup,professional,active,59.0,2.0,41,40,5,Healthy,False
291,Beam Stack,professional,active,32.5,3.0,41,39,3,High Risk (Low Engagement + High Support),False
292,LunaStudio,free,cancelled,0.0,5.0,59,58,5,Churned,True
293,GridSoftware,professional,active,39.0,6.0,54,52,3,Support Risk,False
294,UnitLogic,professional,cancelled,49.17,7.0,34,33,4,Churned,True
295,NexusSolutions,professional,active,49.17,4.0,45,45,5,Support Risk,False
296,WaveStudio,starter,cancelled,12.0,4.0,47,47,4,Churned,True
297,Core Logic,enterprise,cancelled,99.0,7.0,38,34,3,Churned,True
298,Ultra Corp,starter,active,12.0,4.0,44,42,5,Support Risk,False
299,Keen Analytics,professional,active,59.0,5.0,41,41,5,Support Risk,False
300,Flow Ops,professional,active,59.0,4.0,42,40,6,Support Risk,False
301,FluxSolutions,professional,active,41.79,7.0,36,33,3,High Risk (Low Engagement + High Support),False
302,DriftSystems,starter,active,10.0,6.0,49,48,5,Support Risk,False
303,EchoGroup,starter,active,15.83,5.0,50,48,4,Support Risk,False
304,Pulse Dynamics,starter,active,15.83,7.0,42,37,4,High Risk (Low Engagement + High Support),False
305,Keen AI,enterprise,active,99.0,2.0,43,40,1,Healthy,False
306,MetaVentures,starter,active,9.0,8.0,40,39,1,High Risk (Low Engagement + High Support),False
307,KiteStack,starter,active,12.0,3.0,34,33,4,High Risk (Low Engagement + High Support),False
308,MistStack,free,cancelled,0.0,5.0,32,32,6,Churned,True
309,NovaSolutions,professional,cancelled,32.5,8.0,45,45,5,Churned,True
310,Hive Solutions,starter,active,12.0,6.0,48,46,4,Support Risk,False
311,LinkGroup,enterprise,active,82.5,6.0,39,38,5,High Risk (Low Engagement + High Support),False
312,SageIO,enterprise,active,82.5,5.0,38,35,5,High Risk (Low Engagement + High Support),False
313,TrekPro,free,active,0.0,2.0,31,30,4,Disengaged Risk,False
314,ArcSoftware,professional,cancelled,32.5,2.0,33,33,6,Churned,True
315,RushDigital,free,active,0.0,2.0,37,37,2,Disengaged Risk,False
316,VertexTech,starter,active,10.0,5.0,49,47,5,Support Risk,False
317,Zeal HQ,starter,active,19.0,2.0,46,46,7,Healthy,False
318,Jade Dev,enterprise,active,99.0,4.0,42,38,5,High Risk (Low Engagement + High Support),False
319,LinkSystems,starter,active,12.0,7.0,58,56,5,Support Risk,False
320,Wave Stack,free,active,0.0,6.0,47,47,4,Support Risk,False
321,BoltNet,free,active,0.0,5.0,34,34,6,High Risk (Low Engagement + High Support),False
322,RushGroup,professional,active,29.25,3.0,44,42,6,Support Risk,False
323,NexusStudio,starter,active,19.0,5.0,33,32,4,High Risk (Low Engagement + High Support),False
324,Hive Ops,enterprise,active,165.83,7.0,25,23,3,High Risk (Low Engagement + High Support),False
325,Trek Tech,professional,active,39.0,5.0,49,47,4,Support Risk,False
326,NexusAnalytics,starter,cancelled,15.83,6.0,40,39,5,Churned,True
327,JadePro,professional,paused,59.0,4.0,44,41,4,Churned,False
328,IrisGroup,starter,active,19.0,2.0,33,31,4,Disengaged Risk,False
329,ZenLabs,free,active,0.0,6.0,38,38,6,High Risk (Low Engagement + High Support),False
330,JadeDev,free,active,0.0,5.0,39,38,4,High Risk (Low Engagement + High Support),False
331,UnitWorks,professional,active,39.0,6.0,46,45,6,Support Risk,False
332,WaveCorp,free,cancelled,0.0,3.0,42,41,5,Churned,True
333,ZenHQ,free,active,0.0,3.0,45,43,9,Support Risk,False
334,ZenDev,professional,active,32.5,1.0,56,54,3,Healthy,False
335,ZealCorp,professional,active,49.17,4.0,51,49,3,Support Risk,False
336,WaveGroup,enterprise,active,99.0,7.0,37,36,2,High Risk (Low Engagement + High Support),False
337,Nexus Digital,starter,active,15.83,4.0,41,39,5,High Risk (Low Engagement + High Support),False
338,JadeIO,enterprise,cancelled,70.12,8.0,45,41,3,Churned,True
339,DataHQ,starter,active,16.15,4.0,40,38,5,High Risk (Low Engagement + High Support),False
340,OrbitLogic,free,active,0.0,6.0,56,56,7,Support Risk,False
341,VertexIO,starter,active,10.0,6.0,50,47,3,Support Risk,False
342,Vertex Logic,starter,cancelled,10.0,4.0,32,31,3,Churned,True
343,PeakDigital,free,active,0.0,6.0,43,42,5,Support Risk,False
344,PeakVentures,free,paused,0.0,3.0,39,39,8,Churned,False
345,Zeal Software,professional,active,39.0,7.0,42,41,5,Support Risk,False
346,SageHub,free,cancelled,0.0,5.0,42,42,7,Churned,True
347,ArcPlatform,professional,active,39.0,3.0,41,38,4,High Risk (Low Engagement + High Support),False
348,Vine Logic,free,active,0.0,2.0,39,39,6,Disengaged Risk,False
349,HiveDynamics,enterprise,active,99.0,4.0,40,39,6,High Risk (Low Engagement + High Support),False
350,DriftSolutions,professional,cancelled,39.0,10.0,47,45,6,Churned,True
351,LunaHQ,starter,cancelled,10.0,6.0,25,25,4,Churned,True
